Sample Name	Protocol REF	Parameter Value[FHB]	Unit	Term Source REF	Parameter Value[DTR]	Unit	Term Source REF	Parameter Value[SEP]	Unit	Term Source REF
sample_5843	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5844	Phenotyping		score	UO		score	UO	3.75	score	UO
sample_5845	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5846	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5847	Phenotyping		score	UO		score	UO	3.0	score	UO
sample_5848	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_5849	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_585	Phenotyping	3.11111111111111	score	UO		score	UO		score	UO
sample_5850	Phenotyping		score	UO		score	UO	2.5	score	UO
sample_5851	Phenotyping		score	UO		score	UO	2.25	score	UO
sample_5852	Phenotyping		score	UO		score	UO	2.25	score	UO
sample_5853	Phenotyping		score	UO		score	UO	5.5	score	UO
sample_5854	Phenotyping		score	UO		score	UO	3.75	score	UO
sample_5855	Phenotyping		score	UO		score	UO	3.75	score	UO
sample_5856	Phenotyping		score	UO		score	UO	4.25	score	UO
sample_5857	Phenotyping		score	UO		score	UO	4.75	score	UO
sample_5858	Phenotyping		score	UO		score	UO	4.75	score	UO
sample_5859	Phenotyping		score	UO		score	UO	11.25	score	UO
sample_586	Phenotyping	16.2666666666667	score	UO		score	UO		score	UO
sample_5860	Phenotyping		score	UO		score	UO	3.0	score	UO
sample_5861	Phenotyping		score	UO		score	UO	3.0	score	UO
sample_5862	Phenotyping		score	UO		score	UO	5.5	score	UO
sample_5863	Phenotyping		score	UO		score	UO	4.5	score	UO
sample_5864	Phenotyping		score	UO		score	UO	4.5	score	UO
sample_5865	Phenotyping		score	UO		score	UO	8.5	score	UO
sample_5866	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_5867	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_5868	Phenotyping		score	UO		score	UO	3.75	score	UO
sample_5869	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_587	Phenotyping	19.4444444444444	score	UO		score	UO		score	UO
sample_5870	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_5871	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5872	Phenotyping		score	UO		score	UO	4.5	score	UO
sample_5873	Phenotyping		score	UO		score	UO	4.5	score	UO
sample_5874	Phenotyping		score	UO		score	UO	6.5	score	UO
sample_5875	Phenotyping		score	UO		score	UO	3.75	score	UO
sample_5876	Phenotyping		score	UO		score	UO	3.75	score	UO
sample_5877	Phenotyping		score	UO		score	UO	3.0	score	UO
sample_5878	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5879	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_588	Phenotyping	15.3333333333333	score	UO		score	UO		score	UO
sample_5880	Phenotyping		score	UO		score	UO	1.75	score	UO
sample_5881	Phenotyping		score	UO		score	UO	1.25	score	UO
sample_5882	Phenotyping		score	UO		score	UO	1.25	score	UO
sample_5883	Phenotyping		score	UO		score	UO	6.5	score	UO
sample_5884	Phenotyping		score	UO		score	UO	2.0	score	UO
sample_5885	Phenotyping		score	UO		score	UO	2.0	score	UO
sample_5886	Phenotyping		score	UO		score	UO	8.5	score	UO
sample_5887	Phenotyping		score	UO		score	UO	2.5	score	UO
sample_5888	Phenotyping		score	UO		score	UO	2.5	score	UO
sample_5889	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_589	Phenotyping	11.6666666666667	score	UO		score	UO		score	UO
sample_5890	Phenotyping		score	UO		score	UO	2.25	score	UO
sample_5891	Phenotyping		score	UO		score	UO	2.25	score	UO
sample_5892	Phenotyping		score	UO		score	UO	5.25	score	UO
sample_5893	Phenotyping		score	UO		score	UO	8.25	score	UO
sample_5894	Phenotyping		score	UO		score	UO	8.25	score	UO
sample_5895	Phenotyping		score	UO		score	UO	1.75	score	UO
sample_5896	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5897	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5898	Phenotyping		score	UO		score	UO	2.0	score	UO
sample_5899	Phenotyping		score	UO		score	UO	6.25	score	UO
sample_59	Phenotyping	25.0	score	UO		score	UO		score	UO
sample_590	Phenotyping	11.8888888888889	score	UO		score	UO		score	UO
sample_5900	Phenotyping		score	UO		score	UO	6.25	score	UO
sample_5901	Phenotyping		score	UO		score	UO	7.75	score	UO
sample_5902	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_5903	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_5904	Phenotyping		score	UO		score	UO	3.0	score	UO
sample_5905	Phenotyping		score	UO		score	UO	2.0	score	UO
sample_5906	Phenotyping		score	UO		score	UO	2.0	score	UO
sample_5907	Phenotyping		score	UO		score	UO	2.25	score	UO
sample_5908	Phenotyping		score	UO		score	UO	3.75	score	UO
sample_5909	Phenotyping		score	UO		score	UO	3.75	score	UO
sample_591	Phenotyping	7.83	score	UO		score	UO		score	UO
sample_5910	Phenotyping		score	UO		score	UO	5.25	score	UO
sample_5911	Phenotyping		score	UO		score	UO	2.5	score	UO
sample_5912	Phenotyping		score	UO		score	UO	2.5	score	UO
sample_5913	Phenotyping		score	UO		score	UO	3.0	score	UO
sample_5914	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5915	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5916	Phenotyping		score	UO		score	UO	3.5	score	UO
sample_5917	Phenotyping		score	UO		score	UO	5.0	score	UO
sample_5918	Phenotyping		score	UO		score	UO	5.0	score	UO
sample_5919	Phenotyping		score	UO		score	UO	7.25	score	UO
sample_592	Phenotyping	3.50833333333333	score	UO		score	UO		score	UO
sample_5920	Phenotyping		score	UO		score	UO	7.75	score	UO
sample_5921	Phenotyping		score	UO		score	UO	7.75	score	UO
sample_5922	Phenotyping		score	UO		score	UO	21.0	score	UO
sample_5923	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5924	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5925	Phenotyping		score	UO		score	UO	1.75	score	UO
sample_5926	Phenotyping		score	UO		score	UO	5.75	score	UO
sample_5927	Phenotyping		score	UO		score	UO	5.75	score	UO
sample_5928	Phenotyping		score	UO		score	UO	7.25	score	UO
sample_5929	Phenotyping		score	UO		score	UO	5.0	score	UO
sample_593	Phenotyping	1.86666666666667	score	UO		score	UO		score	UO
sample_5930	Phenotyping		score	UO		score	UO	5.0	score	UO
sample_5931	Phenotyping		score	UO		score	UO	3.75	score	UO
sample_5932	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5933	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5934	Phenotyping		score	UO		score	UO	7.5	score	UO
sample_5935	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5936	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5937	Phenotyping		score	UO		score	UO	4.25	score	UO
sample_5938	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_5939	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_594	Phenotyping	3.825	score	UO		score	UO		score	UO
sample_5940	Phenotyping		score	UO		score	UO	1.75	score	UO
sample_5941	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5942	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5943	Phenotyping		score	UO		score	UO	1.25	score	UO
sample_5944	Phenotyping		score	UO		score	UO	3.25	score	UO
sample_5945	Phenotyping		score	UO		score	UO	3.25	score	UO
sample_5946	Phenotyping		score	UO		score	UO	13.25	score	UO
sample_5947	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_5948	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_5949	Phenotyping		score	UO		score	UO	2.25	score	UO
sample_595	Phenotyping	6.11	score	UO		score	UO		score	UO
sample_5950	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5951	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5952	Phenotyping		score	UO		score	UO	3.0	score	UO
sample_5953	Phenotyping		score	UO		score	UO	1.25	score	UO
sample_5954	Phenotyping		score	UO		score	UO	1.25	score	UO
sample_5955	Phenotyping		score	UO		score	UO	1.25	score	UO
sample_5956	Phenotyping		score	UO		score	UO	2.5	score	UO
sample_5957	Phenotyping		score	UO		score	UO	2.5	score	UO
sample_5958	Phenotyping		score	UO		score	UO	3.5	score	UO
sample_5959	Phenotyping		score	UO		score	UO	3.25	score	UO
sample_596	Phenotyping	3.82222222222222	score	UO		score	UO		score	UO
sample_5960	Phenotyping		score	UO		score	UO	3.25	score	UO
sample_5961	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5962	Phenotyping		score	UO		score	UO	4.0	score	UO
sample_5963	Phenotyping		score	UO		score	UO	4.0	score	UO
sample_5964	Phenotyping		score	UO		score	UO	2.25	score	UO
sample_5965	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5966	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5967	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5968	Phenotyping		score	UO		score	UO	1.25	score	UO
sample_5969	Phenotyping		score	UO		score	UO	1.25	score	UO
sample_597	Phenotyping	5.04166666666667	score	UO		score	UO		score	UO
sample_5970	Phenotyping		score	UO		score	UO	2.25	score	UO
sample_5971	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_5972	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_5973	Phenotyping		score	UO		score	UO	3.0	score	UO
sample_5974	Phenotyping		score	UO		score	UO	1.25	score	UO
sample_5975	Phenotyping		score	UO		score	UO	1.25	score	UO
sample_5976	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5977	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5978	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5979	Phenotyping		score	UO		score	UO	2.25	score	UO
sample_598	Phenotyping	2.5	score	UO		score	UO		score	UO
sample_5980	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_5981	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_5982	Phenotyping		score	UO		score	UO	0.75	score	UO
sample_5983	Phenotyping		score	UO		score	UO	2.0	score	UO
sample_5984	Phenotyping		score	UO		score	UO	2.0	score	UO
sample_5985	Phenotyping		score	UO		score	UO	6.5	score	UO
sample_5986	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5987	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5988	Phenotyping		score	UO		score	UO	4.25	score	UO
sample_5989	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_599	Phenotyping	2.56833333333333	score	UO		score	UO		score	UO
sample_5990	Phenotyping		score	UO		score	UO	2.75	score	UO
sample_5991	Phenotyping		score	UO		score	UO	4.75	score	UO
sample_5992	Phenotyping		score	UO		score	UO	1.0	score	UO
sample_5993	Phenotyping		score	UO		score	UO	1.0	score	UO
sample_5994	Phenotyping		score	UO		score	UO	1.5	score	UO
sample_5995	Phenotyping		score	UO		score	UO	5.75	score	UO
sample_5996	Phenotyping		score	UO		score	UO	5.75	score	UO
sample_5997	Phenotyping		score	UO		score	UO	4.75	score	UO
sample_5998	Phenotyping		score	UO		score	UO	3.5	score	UO
sample_5999	Phenotyping		score	UO		score	UO	3.5	score	UO
sample_6	Phenotyping	2.79166666666667	score	UO		score	UO		score	UO
sample_60	Phenotyping	19.4222222222222	score	UO		score	UO		score	UO
sample_600	Phenotyping	6.86333333333333	score	UO		score	UO		score	UO
sample_6000	Phenotyping		score	UO		score	UO	0.25	score	UO
sample_6001	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_6002	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_6003	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_6004	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6005	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_6006	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6007	Phenotyping		score	UO	1.25	score	UO		score	UO
sample_6008	Phenotyping		score	UO	1.25	score	UO		score	UO
sample_6009	Phenotyping		score	UO	1.25	score	UO		score	UO
sample_601	Phenotyping	2.0	score	UO		score	UO		score	UO
sample_6010	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6011	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6012	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6013	Phenotyping		score	UO	2.75	score	UO		score	UO
sample_6014	Phenotyping		score	UO	2.75	score	UO		score	UO
sample_6015	Phenotyping		score	UO	2.75	score	UO		score	UO
sample_6016	Phenotyping		score	UO	7.25	score	UO		score	UO
sample_6017	Phenotyping		score	UO	7.25	score	UO		score	UO
sample_6018	Phenotyping		score	UO	7.25	score	UO		score	UO
sample_6019	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_602	Phenotyping	2.85	score	UO		score	UO		score	UO
sample_6020	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6021	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6022	Phenotyping		score	UO	6.5	score	UO		score	UO
sample_6023	Phenotyping		score	UO	6.5	score	UO		score	UO
sample_6024	Phenotyping		score	UO	6.75	score	UO		score	UO
sample_6025	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6026	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6027	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6028	Phenotyping		score	UO	2.25	score	UO		score	UO
sample_6029	Phenotyping		score	UO	2.25	score	UO		score	UO
sample_603	Phenotyping	5.86666666666667	score	UO		score	UO		score	UO
sample_6030	Phenotyping		score	UO	2.25	score	UO		score	UO
sample_6031	Phenotyping		score	UO	2.0	score	UO		score	UO
sample_6032	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6033	Phenotyping		score	UO	2.0	score	UO		score	UO
sample_6034	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6035	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6036	Phenotyping		score	UO	4.0	score	UO		score	UO
sample_6037	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_6038	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_6039	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_604	Phenotyping	4.27777777777778	score	UO		score	UO		score	UO
sample_6040	Phenotyping		score	UO	2.25	score	UO		score	UO
sample_6041	Phenotyping		score	UO	2.25	score	UO		score	UO
sample_6042	Phenotyping		score	UO	2.25	score	UO		score	UO
sample_6043	Phenotyping		score	UO	5.5	score	UO		score	UO
sample_6044	Phenotyping		score	UO	5.5	score	UO		score	UO
sample_6045	Phenotyping		score	UO	6.0	score	UO		score	UO
sample_6046	Phenotyping		score	UO	7.0	score	UO		score	UO
sample_6047	Phenotyping		score	UO	7.0	score	UO		score	UO
sample_6048	Phenotyping		score	UO	7.0	score	UO		score	UO
sample_6049	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_605	Phenotyping	4.08888888888889	score	UO		score	UO		score	UO
sample_6050	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_6051	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_6052	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6053	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6054	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6055	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6056	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6057	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6058	Phenotyping		score	UO	2.75	score	UO		score	UO
sample_6059	Phenotyping		score	UO	2.75	score	UO		score	UO
sample_606	Phenotyping	4.20833333333333	score	UO		score	UO		score	UO
sample_6060	Phenotyping		score	UO	3.0	score	UO		score	UO
sample_6061	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_6062	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_6063	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_6064	Phenotyping		score	UO	2.0	score	UO		score	UO
sample_6065	Phenotyping		score	UO	2.75	score	UO		score	UO
sample_6066	Phenotyping		score	UO	2.0	score	UO		score	UO
sample_6067	Phenotyping		score	UO	7.25	score	UO		score	UO
sample_6068	Phenotyping		score	UO	7.25	score	UO		score	UO
sample_6069	Phenotyping		score	UO	6.5	score	UO		score	UO
sample_607	Phenotyping	13.3333333333333	score	UO		score	UO		score	UO
sample_6070	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_6071	Phenotyping		score	UO	1.75	score	UO		score	UO
sample_6072	Phenotyping		score	UO	1.75	score	UO		score	UO
sample_6073	Phenotyping		score	UO	2.0	score	UO		score	UO
sample_6074	Phenotyping		score	UO	2.0	score	UO		score	UO
sample_6075	Phenotyping		score	UO	2.0	score	UO		score	UO
sample_6076	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6077	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6078	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6079	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_608	Phenotyping	11.3166666666667	score	UO		score	UO		score	UO
sample_6080	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6081	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6082	Phenotyping		score	UO	3.0	score	UO		score	UO
sample_6083	Phenotyping		score	UO	3.0	score	UO		score	UO
sample_6084	Phenotyping		score	UO	3.0	score	UO		score	UO
sample_6085	Phenotyping		score	UO	13.75	score	UO		score	UO
sample_6086	Phenotyping		score	UO	13.75	score	UO		score	UO
sample_6087	Phenotyping		score	UO	13.75	score	UO		score	UO
sample_6088	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6089	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_609	Phenotyping	9.71111111111111	score	UO		score	UO		score	UO
sample_6090	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6091	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6092	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6093	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6094	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6095	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6096	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6097	Phenotyping		score	UO	0.5	score	UO		score	UO
sample_6098	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_6099	Phenotyping		score	UO	0.75	score	UO		score	UO
sample_61	Phenotyping	1.46666666666667	score	UO		score	UO		score	UO
sample_610	Phenotyping	8.28333333333333	score	UO		score	UO		score	UO
sample_6100	Phenotyping		score	UO	4.25	score	UO		score	UO
sample_6101	Phenotyping		score	UO	4.25	score	UO		score	UO
sample_6102	Phenotyping		score	UO	4.25	score	UO		score	UO
sample_6103	Phenotyping		score	UO	3.75	score	UO		score	UO
sample_6104	Phenotyping		score	UO	3.75	score	UO		score	UO
sample_6105	Phenotyping		score	UO	3.75	score	UO		score	UO
sample_6106	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6107	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6108	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6109	Phenotyping		score	UO	7.0	score	UO		score	UO
sample_611	Phenotyping	4.0	score	UO		score	UO		score	UO
sample_6110	Phenotyping		score	UO	7.0	score	UO		score	UO
sample_6111	Phenotyping		score	UO	7.0	score	UO		score	UO
sample_6112	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6113	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6114	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6115	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6116	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6117	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_6118	Phenotyping		score	UO	3.75	score	UO		score	UO
sample_6119	Phenotyping		score	UO	3.75	score	UO		score	UO
sample_612	Phenotyping	5.77777777777778	score	UO		score	UO		score	UO
sample_6120	Phenotyping		score	UO	3.75	score	UO		score	UO
sample_6121	Phenotyping		score	UO	6.25	score	UO		score	UO
sample_6122	Phenotyping		score	UO	6.5	score	UO		score	UO
sample_6123	Phenotyping		score	UO	6.25	score	UO		score	UO
sample_6124	Phenotyping		score	UO	6.0	score	UO		score	UO
sample_6125	Phenotyping		score	UO	6.0	score	UO		score	UO
sample_6126	Phenotyping		score	UO	6.0	score	UO		score	UO
sample_6127	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6128	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6129	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_613	Phenotyping	6.0	score	UO		score	UO		score	UO
sample_6130	Phenotyping		score	UO	6.5	score	UO		score	UO
sample_6131	Phenotyping		score	UO	6.5	score	UO		score	UO
sample_6132	Phenotyping		score	UO	6.5	score	UO		score	UO
sample_6133	Phenotyping		score	UO	8.25	score	UO		score	UO
sample_6134	Phenotyping		score	UO	7.0	score	UO		score	UO
sample_6135	Phenotyping		score	UO	8.25	score	UO		score	UO
sample_6136	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6137	Phenotyping		score	UO	5.5	score	UO		score	UO
sample_6138	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_6139	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_614	Phenotyping	3.93555555555556	score	UO		score	UO		score	UO
sample_6140	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6141	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6142	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6143	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6144	Phenotyping		score	UO	2.5	score	UO		score	UO
sample_6145	Phenotyping		score	UO	3.0	score	UO		score	UO
sample_6146	Phenotyping		score	UO	3.0	score	UO		score	UO
sample_6147	Phenotyping		score	UO	3.0	score	UO		score	UO
sample_6148	Phenotyping		score	UO	3.0	score	UO		score	UO
sample_6149	Phenotyping		score	UO	3.0	score	UO		score	UO
sample_615	Phenotyping	11.25	score	UO		score	UO		score	UO
sample_6150	Phenotyping		score	UO	3.0	score	UO		score	UO
sample_6151	Phenotyping		score	UO	2.25	score	UO		score	UO
sample_6152	Phenotyping		score	UO	2.25	score	UO		score	UO
sample_6153	Phenotyping		score	UO	2.25	score	UO		score	UO
sample_6154	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6155	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6156	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6157	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6158	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6159	Phenotyping		score	UO	6.0	score	UO		score	UO
sample_616	Phenotyping	0.6	score	UO		score	UO		score	UO
sample_6160	Phenotyping		score	UO	6.75	score	UO		score	UO
sample_6161	Phenotyping		score	UO	6.75	score	UO		score	UO
sample_6162	Phenotyping		score	UO	6.75	score	UO		score	UO
sample_6163	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_6164	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_6165	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_6166	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6167	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6168	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6169	Phenotyping		score	UO	5.75	score	UO		score	UO
sample_617	Phenotyping	0.233333333333333	score	UO		score	UO		score	UO
sample_6170	Phenotyping		score	UO	4.5	score	UO		score	UO
sample_6171	Phenotyping		score	UO	6.0	score	UO		score	UO
sample_6172	Phenotyping		score	UO	5.25	score	UO		score	UO
sample_6173	Phenotyping		score	UO	5.25	score	UO		score	UO
sample_6174	Phenotyping		score	UO	5.25	score	UO		score	UO
sample_6175	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_6176	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_6177	Phenotyping		score	UO	5.0	score	UO		score	UO
sample_6178	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_6179	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_618	Phenotyping	0.817777777777778	score	UO		score	UO		score	UO
sample_6180	Phenotyping		score	UO	1.75	score	UO		score	UO
sample_6181	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_6182	Phenotyping		score	UO	2.0	score	UO		score	UO
sample_6183	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_6184	Phenotyping		score	UO	6.75	score	UO		score	UO
sample_6185	Phenotyping		score	UO	7.25	score	UO		score	UO
sample_6186	Phenotyping		score	UO	6.75	score	UO		score	UO
sample_6187	Phenotyping		score	UO	6.25	score	UO		score	UO
sample_6188	Phenotyping		score	UO	6.25	score	UO		score	UO
sample_6189	Phenotyping		score	UO	6.25	score	UO		score	UO
sample_619	Phenotyping	0.666666666666667	score	UO		score	UO		score	UO
sample_6190	Phenotyping		score	UO	5.25	score	UO		score	UO
sample_6191	Phenotyping		score	UO	5.25	score	UO		score	UO
sample_6192	Phenotyping		score	UO	5.25	score	UO		score	UO
sample_6193	Phenotyping		score	UO	3.0	score	UO		score	UO
sample_6194	Phenotyping		score	UO	3.0	score	UO		score	UO
sample_6195	Phenotyping		score	UO	3.0	score	UO		score	UO
sample_6196	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6197	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6198	Phenotyping		score	UO	3.25	score	UO		score	UO
sample_6199	Phenotyping		score	UO	7.75	score	UO		score	UO
sample_62	Phenotyping	2.33333333333333	score	UO		score	UO		score	UO
sample_620	Phenotyping	3.36666666666667	score	UO		score	UO		score	UO
sample_6200	Phenotyping		score	UO	7.75	score	UO		score	UO
sample_6201	Phenotyping		score	UO	7.75	score	UO		score	UO
sample_6202	Phenotyping		score	UO	2.0	score	UO		score	UO
sample_6203	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6204	Phenotyping		score	UO	2.0	score	UO		score	UO
sample_6205	Phenotyping		score	UO	4.25	score	UO		score	UO
sample_6206	Phenotyping		score	UO	4.25	score	UO		score	UO
sample_6207	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6208	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_6209	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_621	Phenotyping	1.44444444444444	score	UO		score	UO		score	UO
sample_6210	Phenotyping		score	UO	4.0	score	UO		score	UO
sample_6211	Phenotyping		score	UO	5.5	score	UO		score	UO
sample_6212	Phenotyping		score	UO	5.5	score	UO		score	UO
sample_6213	Phenotyping		score	UO	5.5	score	UO		score	UO
sample_6214	Phenotyping		score	UO	4.25	score	UO		score	UO
sample_6215	Phenotyping		score	UO	4.75	score	UO		score	UO
sample_6216	Phenotyping		score	UO	4.25	score	UO		score	UO
sample_6217	Phenotyping		score	UO	1.0	score	UO		score	UO
sample_6218	Phenotyping		score	UO	1.75	score	UO		score	UO
sample_6219	Phenotyping		score	UO	1.25	score	UO		score	UO
sample_622	Phenotyping	11.8888888888889	score	UO		score	UO		score	UO
sample_6220	Phenotyping		score	UO	6.5	score	UO		score	UO
sample_6221	Phenotyping		score	UO	6.75	score	UO		score	UO
sample_6222	Phenotyping		score	UO	6.5	score	UO		score	UO
sample_6223	Phenotyping		score	UO	1.75	score	UO		score	UO
sample_6224	Phenotyping		score	UO	1.75	score	UO		score	UO
sample_6225	Phenotyping		score	UO	1.75	score	UO		score	UO
sample_6226	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_6227	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_6228	Phenotyping		score	UO	1.5	score	UO		score	UO
sample_6229	Phenotyping		score	UO	3.5	score	UO		score	UO
sample_623	Phenotyping	10.7	score	UO		score	UO		score	UO
sample_6230	Phenotyping		score	UO	3.5	score	UO		score	UO
